,证券代码,证券简称,信用评级,评级类型,评估机构,发债主体评级时间,发债主体评级预期,投资等级,等级含义
806,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,20140826,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
807,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,20150421,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
808,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,20151216,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
809,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,20160330,负面,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
810,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,20160425,负面,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
811,011104001.IB,11中石集SCP001,Aa3,长期信用评级,穆迪公司,20170405,负面,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
812,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,20120503,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
813,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,20130320,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
814,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,20131003,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
815,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,20131203,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
816,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,20140401,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
817,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,20140609,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
818,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,20140826,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
819,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,20150421,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
820,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,20151216,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
821,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,20160330,负面,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
822,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,20160425,负面,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
823,011104002.IB,11中石集SCP002,Aa3,长期信用评级,穆迪公司,20170405,负面,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
824,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,20120503,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
825,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,20130320,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
826,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,20131003,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
827,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,20131203,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
828,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,20140401,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
829,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,20140609,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
830,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,20140826,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
831,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,20150421,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
832,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,20151216,稳定,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
833,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,20160330,负面,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
834,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,20160425,负面,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
835,011104003.IB,11中石集SCP003,Aa3,长期信用评级,穆迪公司,20170405,负面,投资级,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低"
836,011001001.IB,10中石油SCP001,A1,长期信用评级,穆迪公司,20170918,稳定,投资级,A级债务为中上等级，有低信用风险;修正数字1表示该债务在所属同类评 级中排位较高
837,011001002.IB,10中石油SCP002,A1,长期信用评级,穆迪公司,20170918,稳定,投资级,A级债务为中上等级，有低信用风险;修正数字1表示该债务在所属同类评 级中排位较高
838,011101001.IB,11中石油SCP001,A1,长期信用评级,穆迪公司,20170918,稳定,投资级,A级债务为中上等级，有低信用风险;修正数字1表示该债务在所属同类评 级中排位较高
839,011101002.IB,11中石油SCP002,A1,长期信用评级,穆迪公司,20170918,稳定,投资级,A级债务为中上等级，有低信用风险;修正数字1表示该债务在所属同类评 级中排位较高
840,011101003.IB,11中石油SCP003,A1,长期信用评级,穆迪公司,20170918,稳定,投资级,A级债务为中上等级，有低信用风险;修正数字1表示该债务在所属同类评 级中排位较高
841,011101004.IB,11中石油SCP004,A1,长期信用评级,穆迪公司,20170918,稳定,投资级,A级债务为中上等级，有低信用风险;修正数字1表示该债务在所属同类评 级中排位较高
842,011101005.IB,11中石油SCP005,A1,长期信用评级,穆迪公司,20170918,稳定,投资级,A级债务为中上等级，有低信用风险;修正数字1表示该债务在所属同类评 级中排位较高
843,011104001.IB,11中石集SCP001,A1,长期信用评级,穆迪公司,20171227,稳定,投资级,A级债务为中上等级，有低信用风险;修正数字1表示该债务在所属同类评 级中排位较高
844,011104002.IB,11中石集SCP002,A1,长期信用评级,穆迪公司,20171227,稳定,投资级,A级债务为中上等级，有低信用风险;修正数字1表示该债务在所属同类评 级中排位较高
845,011104003.IB,11中石集SCP003,A1,长期信用评级,穆迪公司,20171227,稳定,投资级,A级债务为中上等级，有低信用风险;修正数字1表示该债务在所属同类评 级中排位较高
846,011001001.IB,10中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160413,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
847,011001001.IB,10中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160728,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
848,011001001.IB,10中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
849,011001001.IB,10中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
850,011001001.IB,10中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180815,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
851,011001001.IB,10中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180912,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
852,011001001.IB,10中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20181228,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
853,011001001.IB,10中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190109,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
854,011001001.IB,10中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190218,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
855,011001001.IB,10中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190628,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
856,011001002.IB,10中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160413,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
857,011001002.IB,10中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160728,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
858,011001002.IB,10中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
859,011001002.IB,10中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
860,011001002.IB,10中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180815,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
861,011001002.IB,10中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180912,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
862,011001002.IB,10中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20181228,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
863,011001002.IB,10中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190109,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
864,011001002.IB,10中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190218,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
865,011001002.IB,10中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190628,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
866,011101001.IB,11中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160413,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
867,011101001.IB,11中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160728,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
868,011101001.IB,11中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
869,011101001.IB,11中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
870,011101001.IB,11中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180815,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
871,011101001.IB,11中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180912,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
872,011101001.IB,11中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20181228,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
873,011101001.IB,11中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190109,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
874,011101001.IB,11中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190218,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
875,011101001.IB,11中石油SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190628,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
876,011101002.IB,11中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160413,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
877,011101002.IB,11中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160728,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
878,011101002.IB,11中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
879,011101002.IB,11中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
880,011101002.IB,11中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180815,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
881,011101002.IB,11中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180912,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
882,011101002.IB,11中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20181228,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
883,011101002.IB,11中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190109,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
884,011101002.IB,11中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190218,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
885,011101002.IB,11中石油SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190628,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
886,011101003.IB,11中石油SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160413,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
887,011101003.IB,11中石油SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160728,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
888,011101003.IB,11中石油SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
889,011101003.IB,11中石油SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
890,011101003.IB,11中石油SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180815,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
891,011101003.IB,11中石油SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180912,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
892,011101003.IB,11中石油SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20181228,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
893,011101003.IB,11中石油SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190109,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
894,011101003.IB,11中石油SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190218,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
895,011101003.IB,11中石油SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190628,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
896,011101004.IB,11中石油SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160413,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
897,011101004.IB,11中石油SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160728,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
898,011101004.IB,11中石油SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
899,011101004.IB,11中石油SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
900,011101004.IB,11中石油SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180815,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
901,011101004.IB,11中石油SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180912,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
902,011101004.IB,11中石油SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20181228,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
903,011101004.IB,11中石油SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190109,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
904,011101004.IB,11中石油SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190218,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
905,011101004.IB,11中石油SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190628,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
906,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160413,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
907,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160728,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
908,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
909,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
910,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180815,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
911,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180912,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
912,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20181228,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
913,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190109,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
914,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190218,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
915,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190628,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
916,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20071022,,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
917,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20080806,,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
918,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20090724,,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
919,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20100719,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
920,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20110624,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
921,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20111130,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
922,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120605,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
923,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120626,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
924,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120723,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
925,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120806,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
926,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120831,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
927,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120926,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
928,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20121015,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
929,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130318,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
930,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130603,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
931,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130711,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
932,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130801,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
933,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130816,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
934,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130904,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
935,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130930,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
936,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20131024,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
937,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20131106,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
938,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20131203,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
939,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140408,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
940,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140505,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
941,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140519,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
942,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140606,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
943,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140630,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
944,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140811,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
945,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140901,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
946,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20141009,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
947,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20141027,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
948,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150511,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
949,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150520,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
950,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150608,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
