,证券代码,证券简称,发债主体评级等级,发债主体评级类型,发债主体评级机构,发债主体评级预期,发债主体评级时间
570,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180727
571,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180815
572,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180912
573,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20181228
574,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20190109
575,011101005.IB,11中石油SCP005,AAA+,长期信用评级,中债资信评估有限责任公司,稳定,20190111
576,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20190218
577,011101005.IB,11中石油SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20190613
578,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信证券评估有限公司,稳定,20190618
579,011101005.IB,11中石油SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20190621
580,011101005.IB,11中石油SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20190628
581,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20071022
582,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20080321
583,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20080415
584,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20080806
585,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20081212
586,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20081226
587,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20090107
588,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20090324
589,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20090724
590,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20091106
591,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20091202
592,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100128
593,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20100326
594,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100706
595,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100719
596,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100720
597,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20101208
598,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110124
599,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20110510
600,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110621
601,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110624
602,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110629
603,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20111130
604,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20111227
605,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20120213
606,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20120216
607,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20120510
608,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20120525
609,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120605
610,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120626
611,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120723
612,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120806
613,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120831
614,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120926
615,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20121015
616,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20121226
617,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20121226
618,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20130304
619,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130318
620,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20130502
621,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130603
622,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20130625
623,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20130626
624,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130711
625,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130801
626,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130816
627,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130904
628,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130930
629,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131024
630,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131106
631,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131203
632,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20140310
633,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140408
634,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20140409
635,011102001.IB,11铁道SCP001,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20140411
636,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140505
637,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140519
638,011102001.IB,11铁道SCP001,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20140603
639,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140606
640,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20140610
641,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20140623
642,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140630
643,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140811
644,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140901
645,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20141009
646,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20141014
647,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20141027
648,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20141111
649,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20141208
650,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150410
651,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150511
652,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150520
653,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150608
654,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150625
655,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150708
656,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20150730
657,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150810
658,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150906
659,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150910
660,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20150929
661,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151013
662,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151103
663,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151123
664,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20160324
665,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20160513
666,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20160602
667,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20160624
668,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20160628
669,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160629
670,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160912
671,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161008
672,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161019
673,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161102
674,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161115
675,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161130
676,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170217
677,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170316
678,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170401
679,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170508
680,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170518
681,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170607
682,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20170621
683,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20170626
684,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170707
685,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170720
686,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20171109
687,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20171206
688,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180104
689,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180129
690,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180302
691,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180319
692,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180404
693,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180420
694,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180507
695,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180521
696,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180601
697,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20180614
698,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20180622
699,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180629
700,011102001.IB,11铁道SCP001,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20180718
701,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180719
702,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180815
703,011102001.IB,11铁道SCP001,AAA,长期信用评级,联合资信评估有限公司,稳定,20190614
704,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20190620
705,011102001.IB,11铁道SCP001,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20190626
706,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20190708
707,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20071022
708,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20080321
709,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20080415
710,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20080806
711,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20081212
712,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20081226
713,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20090107
714,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20090324
715,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20090724
716,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20091106
717,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20091202
718,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100128
719,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20100326
720,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100706
721,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100719
722,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100720
723,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20101208
724,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110124
725,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20110510
726,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110621
727,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110624
728,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110629
729,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20111130
730,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20111227
731,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20120213
732,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20120216
733,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20120510
734,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20120525
735,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120605
736,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120626
737,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120723
738,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120806
739,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120831
740,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120926
741,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20121015
742,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20121226
743,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20121226
744,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20130304
745,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130318
746,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20130502
747,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130603
748,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20130625
749,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20130626
750,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130711
751,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130801
752,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130816
753,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130904
754,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130930
755,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131024
756,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131106
757,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131203
758,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20140310
759,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140408
760,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20140409
761,011102002.IB,11铁道SCP002,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20140411
762,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140505
763,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140519
764,011102002.IB,11铁道SCP002,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20140603
765,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140606
766,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20140610
767,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20140623
768,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140630
769,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140811
770,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140901
771,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20141009
772,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20141014
773,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20141027
774,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20141111
775,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20141208
776,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150410
777,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150511
778,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150520
779,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150608
780,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150625
781,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150708
782,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20150730
783,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150810
784,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150906
785,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150910
786,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20150929
787,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151013
788,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151103
789,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151123
790,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20160324
791,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20160513
792,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20160602
793,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20160624
794,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20160628
795,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160629
796,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160912
797,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161008
798,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161019
799,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161102
800,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161115
801,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161130
802,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170217
803,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170316
804,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170401
805,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170508
806,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170518
807,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170607
808,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20170621
809,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20170626
810,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170707
811,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170720
812,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20171109
813,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20171206
814,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180104
815,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180129
816,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180302
817,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180319
818,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180404
819,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180420
820,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180507
821,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180521
822,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180601
823,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20180614
824,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20180622
825,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180629
826,011102002.IB,11铁道SCP002,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20180718
827,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180719
828,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180815
829,011102002.IB,11铁道SCP002,AAA,长期信用评级,联合资信评估有限公司,稳定,20190614
830,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20190620
831,011102002.IB,11铁道SCP002,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20190626
832,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20190708
833,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20071022
834,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20080321
835,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20080415
836,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20080806
837,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20081212
838,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20081226
